Id;Obra;Bloco;Unidade;Nome;CPF_CNPJ;PercentualParticipacao;Principal;CreatedOn;ModifiedOn;Ativo;CodClienteSap
415;8494;2;14;CLIENTE 415;111.111.116-38;50.00;1;2014-11-24 17:40:04.127;2016-07-06 07:45:08.477;1;99423
416;8494;2;14;CLIENTE 416;111.111.116-39;50.00;0;2014-11-24 17:40:04.127;2016-07-06 07:45:08.477;1;99434
417;8494;2;15;CLIENTE 417;111.111.116-40;100.00;1;2014-11-24 17:40:04.137;2016-07-06 07:45:08.483;1;17885
418;8494;2;16;CLIENTE 418;111.111.116-41;100.00;1;2014-11-24 17:40:04.147;2016-07-06 07:45:08.490;1;98647
419;8494;2;21;CLIENTE 419;111.111.116-42;100.00;1;2014-11-24 17:40:04.157;2016-07-06 07:45:08.497;1;66147
420;8494;2;22;CLIENTE 420;111.111.116-43;100.00;1;2014-11-24 17:40:04.167;2016-07-06 07:45:08.503;1;25513
421;8494;2;23;CLIENTE 421;111.111.116-44;100.00;1;2014-11-24 17:40:04.173;2016-07-06 07:45:08.510;1;97543
422;8494;2;24;CLIENTE 422;111.111.116-45;50.00;1;2014-11-24 17:40:04.183;2016-07-06 07:45:08.520;1;99541
423;8494;2;24;CLIENTE 423;111.111.116-46;50.00;0;2014-11-24 17:40:04.187;2016-07-06 07:45:08.520;1;99554
424;8494;2;25;CLIENTE 424;111.111.116-47;100.00;1;2014-11-24 17:40:04.193;2016-07-06 07:45:08.527;1;20394
425;8494;2;26;CLIENTE 425;111.111.116-48;50.00;0;2014-11-24 17:40:04.200;2016-07-06 07:45:08.533;1;97924
426;8494;2;26;CLIENTE 426;111.111.116-49;50.00;1;2014-11-24 17:40:04.200;2016-07-06 07:45:08.533;1;97929
427;8494;2;31;CLIENTE 427;111.111.116-50;100.00;1;2014-11-24 17:40:04.210;2016-07-06 07:45:08.540;1;97420
428;8494;2;32;CLIENTE 428;111.111.116-51;100.00;1;2014-11-24 17:40:04.220;2016-07-06 07:45:08.547;1;18859
429;8494;2;33;CLIENTE 429;111.111.116-52;100.00;1;2014-11-24 17:40:04.230;2016-07-06 07:45:08.553;1;111650
430;8494;2;34;CLIENTE 430;111.111.116-53;100.00;1;2014-11-24 17:40:04.237;2016-07-06 07:45:08.560;1;111975
431;8494;2;35;CLIENTE 431;111.111.116-54;100.00;1;2014-11-24 17:40:04.247;2016-07-06 07:45:08.567;1;116247
432;8494;2;36;CLIENTE 432;111.111.116-55;100.00;1;2014-11-24 17:40:04.253;2016-07-06 07:45:08.573;1;111857
433;8494;2;41;CLIENTE 433;111.111.116-56;100.00;1;2014-11-24 17:40:04.263;2016-07-06 07:45:08.580;1;112262
434;8494;2;42;CLIENTE 434;111.111.116-57;100.00;1;2014-11-24 17:40:04.273;2016-07-06 07:45:08.590;1;63418
435;8494;2;43;CLIENTE 435;111.111.116-58;100.00;1;2014-11-24 17:40:04.280;2016-07-06 07:45:08.597;1;113259
436;8494;2;44;CLIENTE 436;111.111.116-59;100.00;1;2014-11-24 17:40:04.290;2016-07-06 07:45:08.600;1;115722
437;8494;2;45;CLIENTE 437;111.111.116-60;100.00;1;2014-11-24 17:40:04.297;2016-07-06 07:45:08.610;1;109324
438;8494;2;46;CLIENTE 438;111.111.116-61;100.00;1;2014-11-24 17:40:04.303;2016-07-06 07:45:08.617;1;21413
439;8494;2;51;CLIENTE 439;111.111.116-62;100.00;1;2014-11-24 17:40:04.313;2016-07-06 07:45:08.623;1;64774
440;8494;2;52;CLIENTE 440;111.111.116-63;100.00;1;2014-11-24 17:40:04.320;2016-07-06 07:45:08.630;1;81652
441;8494;2;53;CLIENTE 441;111.111.116-64;50.00;1;2014-11-24 17:40:04.330;2016-07-06 07:45:08.637;1;113585
442;8494;2;53;CLIENTE 442;111.111.116-65;50.00;0;2014-11-24 17:40:04.330;2016-07-06 07:45:08.637;1;113591
443;8494;2;54;CLIENTE 443;111.111.116-66;100.00;1;2014-11-24 17:40:04.337;2016-07-06 07:45:08.643;1;115778
444;8494;2;55;CLIENTE 444;111.111.116-67;100.00;1;2014-11-24 17:40:04.347;2016-07-06 07:45:08.650;1;71569
445;8494;2;56;CLIENTE 445;111.111.116-68;50.00;1;2014-11-24 17:40:04.353;2016-07-06 07:45:08.657;1;97073
446;8494;2;56;CLIENTE 446;111.111.116-69;50.00;0;2014-11-24 17:40:04.353;2016-07-06 07:45:08.657;1;97074
447;8494;2;61;CLIENTE 447;111.111.116-70;100.00;1;2014-11-24 17:40:04.360;2016-07-06 07:45:08.663;1;25006
448;8494;2;62;CLIENTE 448;111.111.116-71;100.00;1;2014-11-24 17:40:04.367;2016-07-06 07:45:08.670;1;27285
449;8524;1;00N201;CLIENTE 449;111.111.116-72;100.00;1;2014-11-24 17:40:04.373;2014-11-24 17:40:04.373;1;93729
450;8494;2;63;CLIENTE 450;111.111.116-73;50.00;0;2014-11-24 17:40:04.383;2016-07-06 07:45:08.677;1;81599
451;8494;2;63;CLIENTE 451;111.111.116-74;50.00;1;2014-11-24 17:40:04.383;2016-07-06 07:45:08.677;1;81601
452;8524;1;00N202;CLIENTE 452;111.111.116-75;100.00;1;2014-11-24 17:40:04.390;2014-11-24 17:40:04.390;1;93729
453;8494;2;64;CLIENTE 453;111.111.116-76;50.00;0;2014-11-24 17:40:04.400;2016-07-06 07:45:08.683;1;96865
454;8494;2;64;CLIENTE 454;111.111.116-77;50.00;1;2014-11-24 17:40:04.400;2016-07-06 07:45:08.687;1;96886
455;8524;1;00N301;CLIENTE 455;111.111.116-78;100.00;1;2014-11-24 17:40:04.407;2014-11-24 17:40:04.407;1;42842
456;8494;2;65;CLIENTE 456;111.111.116-79;100.00;1;2014-11-24 17:40:04.413;2016-07-06 07:45:08.690;1;7514
457;8524;1;00N302;CLIENTE 457;111.111.116-80;100.00;1;2014-11-24 17:40:04.420;2014-11-24 17:40:04.420;1;42842
458;8494;2;66;CLIENTE 458;111.111.116-81;50.00;1;2014-11-24 17:40:04.430;2016-07-06 07:45:08.700;1;97700
459;8494;2;66;CLIENTE 459;111.111.116-82;50.00;0;2014-11-24 17:40:04.430;2016-07-06 07:45:08.700;1;97813
460;8524;1;00N303;CLIENTE 460;111.111.116-83;100.00;1;2014-11-24 17:40:04.440;2014-11-24 17:40:04.440;1;42842
461;8494;2;71;CLIENTE 461;111.111.116-84;100.00;1;2014-11-24 17:40:04.450;2016-07-06 07:45:08.707;1;41240
462;8524;1;00N304;CLIENTE 462;111.111.116-85;50.00;1;2014-11-24 17:40:04.460;2014-11-24 17:40:04.460;1;95386
463;8524;1;00N304;CLIENTE 463;111.111.116-86;50.00;0;2014-11-24 17:40:04.460;2014-11-24 17:40:04.460;1;95387
464;8494;2;72;CLIENTE 464;111.111.116-87;100.00;1;2014-11-24 17:40:04.470;2016-07-06 07:45:08.713;1;26723
465;8524;1;00N305;CLIENTE 465;111.111.116-88;100.00;1;2014-11-24 17:40:04.480;2014-11-24 17:40:04.480;1;122314
466;8494;2;73;CLIENTE 466;111.111.116-89;100.00;1;2014-11-24 17:40:04.490;2016-07-06 07:45:08.720;1;35374
467;8524;1;00N306;CLIENTE 467;111.111.116-90;41.47;0;2014-11-24 17:40:04.500;2014-11-24 17:40:04.500;1;122327
468;8524;1;00N306;CLIENTE 468;111.111.116-91;58.53;1;2014-11-24 17:40:04.500;2014-11-24 17:40:04.500;1;122314
469;8494;2;74;CLIENTE 469;111.111.116-92;25.00;0;2014-11-24 17:40:04.510;2016-07-06 07:45:08.727;1;98275
470;8494;2;74;CLIENTE 470;111.111.116-93;25.00;0;2014-11-24 17:40:04.510;2016-07-06 07:45:08.727;1;98277
471;8494;2;74;CLIENTE 471;111.111.116-94;50.00;1;2014-11-24 17:40:04.510;2016-07-06 07:45:08.727;1;97965
472;8524;1;00N401;CLIENTE 472;111.111.116-95;100.00;1;2014-11-24 17:40:04.520;2014-11-24 17:40:04.520;1;37008
473;8494;2;75;CLIENTE 473;111.111.116-96;100.00;1;2014-11-24 17:40:04.530;2016-07-06 07:45:08.733;1;66649
474;8524;1;00N402;CLIENTE 474;111.111.116-97;100.00;1;2014-11-24 17:40:04.537;2014-11-24 17:40:04.537;1;144899
475;8494;2;76;CLIENTE 475;111.111.116-98;100.00;1;2014-11-24 17:40:04.547;2016-07-06 07:45:08.740;1;81412
476;8524;1;00N403;CLIENTE 476;111.111.116-99;100.00;1;2014-11-24 17:40:04.557;2014-11-24 17:40:04.557;1;64360
477;8494;3;1;CLIENTE 477;111.111.117-01;50.00;1;2014-11-24 17:40:04.567;2016-07-06 07:45:08.750;1;97028
478;8494;3;1;CLIENTE 478;111.111.117-02;50.00;0;2014-11-24 17:40:04.567;2016-07-06 07:45:08.750;1;97035
479;8524;1;00N404;CLIENTE 479;111.111.117-03;50.00;1;2014-11-24 17:40:04.577;2014-11-24 17:40:04.577;1;82608
480;8524;1;00N404;CLIENTE 480;111.111.117-04;50.00;0;2014-11-24 17:40:04.577;2014-11-24 17:40:04.577;1;82613
481;8494;3;3;CLIENTE 481;111.111.117-05;40.00;1;2014-11-24 17:40:04.587;2016-07-06 07:45:08.757;1;81609
482;8494;3;3;CLIENTE 482;111.111.117-06;30.00;0;2014-11-24 17:40:04.587;2016-07-06 07:45:08.757;1;81612
483;8494;3;3;CLIENTE 483;111.111.117-07;30.00;0;2014-11-24 17:40:04.587;2016-07-06 07:45:08.757;1;81701
484;8524;1;00N405;CLIENTE 484;111.111.117-08;100.00;1;2014-11-24 17:40:04.597;2014-11-24 17:40:04.597;1;36875
485;8494;3;4;CLIENTE 485;111.111.117-09;50.00;0;2014-11-24 17:40:04.603;2016-07-06 07:45:08.763;1;94111
486;8494;3;4;CLIENTE 486;111.111.117-10;50.00;1;2014-11-24 17:40:04.603;2016-07-06 07:45:08.763;1;94115
487;8524;1;00N406;CLIENTE 487;111.111.117-11;100.00;1;2014-11-24 17:40:04.613;2014-11-24 17:40:04.613;1;93729
488;8494;3;6;CLIENTE 488;111.111.117-12;100.00;1;2014-11-24 17:40:04.620;2016-07-06 07:45:08.770;1;81578
489;8524;1;00N501;CLIENTE 489;111.111.117-13;100.00;1;2014-11-24 17:40:04.627;2014-11-24 17:40:04.627;1;109429
490;8494;3;11;CLIENTE 490;111.111.117-14;50.00;0;2014-11-24 17:40:04.633;2016-07-06 07:45:08.777;1;98048
491;8494;3;11;CLIENTE 491;111.111.117-15;50.00;1;2014-11-24 17:40:04.633;2016-07-06 07:45:08.777;1;98049
492;8524;1;00N502;CLIENTE 492;111.111.117-16;100.00;1;2014-11-24 17:40:04.643;2014-11-24 17:40:04.643;1;36334
493;8494;3;12;CLIENTE 493;111.111.117-17;100.00;1;2014-11-24 17:40:04.650;2016-07-06 07:45:08.783;1;5903
494;8524;1;00N503;CLIENTE 494;111.111.117-18;100.00;1;2014-11-24 17:40:04.657;2014-11-24 17:40:04.657;1;34839
495;8494;3;13;CLIENTE 495;111.111.117-19;100.00;1;2014-11-24 17:40:04.663;2016-07-06 07:45:08.790;1;63947
496;8494;3;14;CLIENTE 496;111.111.117-20;50.00;0;2014-11-24 17:40:04.677;2016-07-06 07:45:08.797;1;120010
497;8494;3;14;CLIENTE 497;111.111.117-21;50.00;1;2014-11-24 17:40:04.677;2016-07-06 07:45:08.797;1;120044
498;8494;3;15;CLIENTE 498;111.111.117-22;100.00;1;2014-11-24 17:40:04.690;2016-07-06 07:45:08.803;1;25906
499;8494;3;16;CLIENTE 499;111.111.117-23;100.00;1;2014-11-24 17:40:04.703;2016-07-06 07:45:08.810;1;115984
500;8524;1;CAFE01;CLIENTE 500;111.111.117-24;100.00;1;2014-11-24 17:40:04.710;2014-11-24 17:40:04.710;1;6245
501;8524;2;00S201;CLIENTE 501;111.111.117-25;100.00;1;2014-11-24 17:40:04.717;2014-11-24 17:40:04.717;1;60283
502;8494;3;21;CLIENTE 502;111.111.117-26;100.00;1;2014-11-24 17:40:04.770;2016-07-06 07:45:08.817;1;102278
503;8524;2;00S202;CLIENTE 503;111.111.117-27;100.00;1;2014-11-24 17:40:04.813;2014-11-24 17:40:04.813;1;60283
504;8494;3;22;CLIENTE 504;111.111.117-28;100.00;1;2014-11-24 17:40:04.820;2016-07-06 07:45:08.823;1;82838
505;8524;2;00S203;CLIENTE 505;111.111.117-29;100.00;1;2014-11-24 17:40:04.827;2014-11-24 17:40:04.827;1;60283
506;8494;3;23;CLIENTE 506;111.111.117-30;50.00;1;2014-11-24 17:40:04.837;2016-07-06 07:45:08.830;1;96749
507;8494;3;23;CLIENTE 507;111.111.117-31;50.00;0;2014-11-24 17:40:04.837;2016-07-06 07:45:08.830;1;96754
508;8524;2;00S204;CLIENTE 508;111.111.117-32;100.00;1;2014-11-24 17:40:04.843;2014-11-24 17:40:04.843;1;60283
509;8494;3;24;CLIENTE 509;111.111.117-33;100.00;1;2014-11-24 17:40:04.850;2016-07-06 07:45:08.837;1;18588
510;8524;2;00S301;CLIENTE 510;111.111.117-34;100.00;1;2014-11-24 17:40:04.860;2014-11-24 17:40:04.860;1;60283
511;8494;3;25;CLIENTE 511;111.111.117-35;50.00;1;2014-11-24 17:40:04.867;2016-07-06 07:45:08.843;1;76357
512;8494;3;25;CLIENTE 512;111.111.117-36;50.00;0;2014-11-24 17:40:04.867;2016-07-06 07:45:08.843;1;76358
513;8524;2;00S302;CLIENTE 513;111.111.117-37;100.00;1;2014-11-24 17:40:04.877;2014-11-24 17:40:04.877;1;60283
514;8494;3;26;CLIENTE 514;111.111.117-38;100.00;1;2014-11-24 17:40:04.883;2016-07-06 07:45:08.850;1;204387
515;8524;2;00S303;CLIENTE 515;111.111.117-39;100.00;1;2014-11-24 17:40:04.890;2014-11-24 17:40:04.890;1;60283
516;8494;3;31;CLIENTE 516;111.111.117-40;50.00;1;2014-11-24 17:40:04.897;2016-07-06 07:45:08.853;1;97418
517;8494;3;31;CLIENTE 517;111.111.117-41;50.00;0;2014-11-24 17:40:04.900;2016-07-06 07:45:08.853;1;96812
518;8524;2;00S304;CLIENTE 518;111.111.117-42;100.00;1;2014-11-24 17:40:04.907;2014-11-24 17:40:04.907;1;60283
519;8494;3;32;CLIENTE 519;111.111.117-43;100.00;1;2014-11-24 17:40:04.913;2016-07-06 07:45:08.860;1;25502
520;8524;2;00S401;CLIENTE 520;111.111.117-44;100.00;1;2014-11-24 17:40:04.920;2014-11-24 17:40:04.920;1;60283
521;8494;3;33;CLIENTE 521;111.111.117-45;100.00;1;2014-11-24 17:40:04.930;2016-07-06 07:45:08.867;1;112763
522;8524;2;00S402;CLIENTE 522;111.111.117-46;100.00;1;2014-11-24 17:40:04.937;2014-11-24 17:40:04.937;1;60283
523;8494;3;34;CLIENTE 523;111.111.117-47;50.00;1;2014-11-24 17:40:04.943;2016-07-06 07:45:08.873;1;96902
524;8494;3;34;CLIENTE 524;111.111.117-48;50.00;0;2014-11-24 17:40:04.947;2016-07-06 07:45:08.873;1;96905
525;8494;3;35;CLIENTE 525;111.111.117-49;50.00;1;2014-11-24 17:40:04.953;2016-07-06 07:45:08.880;1;81352
526;8494;3;35;CLIENTE 526;111.111.117-50;50.00;0;2014-11-24 17:40:04.953;2016-07-06 07:45:08.880;1;81356
527;8524;2;00S403;CLIENTE 527;111.111.117-51;100.00;1;2014-11-24 17:40:04.960;2014-11-24 17:40:04.960;1;60283
528;8524;2;00S404;CLIENTE 528;111.111.117-52;100.00;1;2014-11-24 17:40:04.970;2014-11-24 17:40:04.970;1;60283
529;8494;3;36;CLIENTE 529;111.111.117-53;100.00;1;2014-11-24 17:40:04.977;2016-07-06 07:45:08.883;1;86897
530;8494;3;41;CLIENTE 530;111.111.117-54;100.00;1;2014-11-24 17:40:04.983;2016-07-06 07:45:08.890;1;20867
531;8524;2;00S501;CLIENTE 531;111.111.117-55;100.00;1;2014-11-24 17:40:04.990;2014-11-24 17:40:04.990;1;60283
532;8494;3;42;CLIENTE 532;111.111.117-56;100.00;1;2014-11-24 17:40:04.997;2016-07-06 07:45:08.897;1;94656
533;8524;2;00S502;CLIENTE 533;111.111.117-57;100.00;1;2014-11-24 17:40:05.003;2014-11-24 17:40:05.003;1;60283
534;8494;3;43;CLIENTE 534;111.111.117-58;100.00;1;2014-11-24 17:40:05.010;2016-07-06 07:45:08.900;1;21010
535;8524;2;00S503;CLIENTE 535;111.111.117-59;100.00;1;2014-11-24 17:40:05.017;2014-11-24 17:40:05.017;1;60283
536;8494;3;44;CLIENTE 536;111.111.117-60;100.00;1;2014-11-24 17:40:05.023;2016-07-06 07:45:08.907;1;9010
537;8524;2;00S504;CLIENTE 537;111.111.117-61;100.00;1;2014-11-24 17:40:05.030;2014-11-24 17:40:05.030;1;60283
538;8524;2;00S601;CLIENTE 538;111.111.117-62;100.00;1;2014-11-24 17:40:05.037;2014-11-24 17:40:05.037;1;60283
539;8494;3;45;CLIENTE 539;111.111.117-63;100.00;1;2014-11-24 17:40:05.043;2016-07-06 07:45:08.913;1;18011
540;8524;2;00S602;CLIENTE 540;111.111.117-64;100.00;1;2014-11-24 17:40:05.050;2014-11-24 17:40:05.050;1;60283
541;8494;3;46;CLIENTE 541;111.111.117-65;100.00;1;2014-11-24 17:40:05.057;2016-07-06 07:45:08.920;1;28419
542;8524;2;00S603;CLIENTE 542;111.111.117-66;100.00;1;2014-11-24 17:40:05.063;2014-11-24 17:40:05.063;1;60283
543;8494;3;51;CLIENTE 543;111.111.117-67;50.00;0;2014-11-24 17:40:05.070;2016-07-06 07:45:08.927;1;96430
544;8494;3;51;CLIENTE 544;111.111.117-68;50.00;1;2014-11-24 17:40:05.070;2016-07-06 07:45:08.927;1;96531
545;8524;2;00S604;CLIENTE 545;111.111.117-69;100.00;1;2014-11-24 17:40:05.077;2014-11-24 17:40:05.077;1;60283
546;8494;3;52;CLIENTE 546;111.111.117-70;100.00;1;2014-11-24 17:40:05.083;2016-07-06 07:45:08.930;1;81284
547;8494;3;53;CLIENTE 547;111.111.117-71;100.00;1;2014-11-24 17:40:05.097;2016-07-06 07:45:08.937;1;101353
548;8494;3;54;CLIENTE 548;111.111.117-72;50.00;0;2014-11-24 17:40:05.100;2016-07-06 07:45:08.943;1;97733
549;8494;3;54;CLIENTE 549;111.111.117-73;50.00;1;2014-11-24 17:40:05.103;2016-07-06 07:45:08.943;1;97743
550;8494;3;55;CLIENTE 550;111.111.117-74;100.00;1;2014-11-24 17:40:05.113;2016-07-06 07:45:08.950;1;25035
551;8524;3;00C301;CLIENTE 551;111.111.117-75;100.00;1;2014-11-24 17:40:05.120;2014-11-24 17:40:05.120;1;5482
552;8524;3;00C302;CLIENTE 552;111.111.117-76;100.00;1;2014-11-24 17:40:05.127;2014-11-24 17:40:05.127;1;19050
553;8494;3;56;CLIENTE 553;111.111.117-77;100.00;1;2014-11-24 17:40:05.130;2016-07-06 07:45:08.953;1;198592
554;8524;3;00C303;CLIENTE 554;111.111.117-78;100.00;1;2014-11-24 17:40:05.137;2014-11-24 17:40:05.137;1;19050
555;8494;3;61;CLIENTE 555;111.111.117-79;100.00;1;2014-11-24 17:40:05.143;2016-07-06 07:45:08.960;1;31241
556;8524;3;00C304;CLIENTE 556;111.111.117-80;100.00;1;2014-11-24 17:40:05.150;2014-11-24 17:40:05.150;1;36438
557;8494;3;62;CLIENTE 557;111.111.117-81;100.00;1;2014-11-24 17:40:05.157;2016-07-06 07:45:08.967;1;45403
558;8524;3;00C305;CLIENTE 558;111.111.117-82;100.00;1;2014-11-24 17:40:05.160;2014-11-24 17:40:05.160;1;6047
559;8494;3;63;CLIENTE 559;111.111.117-83;100.00;1;2014-11-24 17:40:05.167;2016-07-06 07:45:08.970;1;96120
560;8494;3;64;CLIENTE 560;111.111.117-84;100.00;1;2014-11-24 17:40:05.173;2016-07-06 07:45:08.977;1;97050
561;8524;3;00C306;CLIENTE 561;111.111.117-85;100.00;1;2014-11-24 17:40:05.180;2014-11-24 17:40:05.180;1;21504
562;8494;3;65;CLIENTE 562;111.111.117-86;100.00;1;2014-11-24 17:40:05.183;2016-07-06 07:45:08.983;1;81206
563;8524;3;00C307;CLIENTE 563;111.111.117-87;100.00;1;2014-11-24 17:40:05.190;2014-11-24 17:40:05.190;1;149829
564;8524;3;00C308;CLIENTE 564;111.111.117-88;100.00;1;2014-11-24 17:40:05.193;2014-11-24 17:40:05.193;1;198628
565;8494;3;66;CLIENTE 565;111.111.117-89;50.00;1;2014-11-24 17:40:05.200;2016-07-06 07:45:08.990;1;10677
566;8494;3;66;CLIENTE 566;111.111.117-90;50.00;0;2014-11-24 17:40:05.203;2016-07-06 07:45:08.990;1;49972
567;8524;3;00C401;CLIENTE 567;111.111.117-91;100.00;1;2014-11-24 17:40:05.207;2014-11-24 17:40:05.207;1;36569
568;8494;3;71;CLIENTE 568;111.111.117-92;100.00;1;2014-11-24 17:40:05.213;2016-07-06 07:45:08.997;1;18832
569;8524;3;00C402;CLIENTE 569;111.111.117-93;50.00;1;2014-11-24 17:40:05.220;2014-11-24 17:40:05.220;1;149408
570;8524;3;00C402;CLIENTE 570;111.111.117-94;50.00;0;2014-11-24 17:40:05.220;2014-11-24 17:40:05.220;1;149411
571;8494;3;72;CLIENTE 571;111.111.117-95;100.00;1;2014-11-24 17:40:05.223;2016-07-06 07:45:09.000;1;18287
572;8524;3;00C403;CLIENTE 572;111.111.117-96;100.00;1;2014-11-24 17:40:05.230;2014-11-24 17:40:05.230;1;16258
573;8494;3;73;CLIENTE 573;111.111.117-97;25.00;1;2014-11-24 17:40:05.233;2016-07-06 07:45:09.007;1;97087
574;8494;3;73;CLIENTE 574;111.111.117-98;25.00;0;2014-11-24 17:40:05.240;2016-07-06 07:45:09.007;1;97096
575;8494;3;73;CLIENTE 575;111.111.117-99;25.00;0;2014-11-24 17:40:05.240;2016-07-06 07:45:09.007;1;97075
576;8494;3;74;CLIENTE 576;111.111.118-01;100.00;1;2014-11-24 17:40:05.243;2016-07-06 07:45:09.013;1;97497
577;8524;3;00C404;CLIENTE 577;111.111.118-02;100.00;1;2014-11-24 17:40:05.250;2014-11-24 17:40:05.250;1;17452
578;8524;3;00C405;CLIENTE 578;111.111.118-03;100.00;1;2014-11-24 17:40:05.253;2014-11-24 17:40:05.253;1;17452
579;8494;3;75;CLIENTE 579;111.111.118-04;100.00;1;2014-11-24 17:40:05.260;2016-07-06 07:45:09.020;1;49974
580;8524;3;00C406;CLIENTE 580;111.111.118-05;100.00;1;2014-11-24 17:40:05.263;2014-11-24 17:40:05.263;1;6245
581;8494;3;76;CLIENTE 581;111.111.118-06;100.00;1;2014-11-24 17:40:05.270;2016-07-06 07:45:09.023;1;111778
582;8494;4;1;CLIENTE 582;111.111.118-07;100.00;1;2014-11-24 17:40:05.277;2016-07-06 07:45:09.030;1;11996
583;8524;3;00C407;CLIENTE 583;111.111.118-08;100.00;1;2014-11-24 17:40:05.280;2014-11-24 17:40:05.280;1;32288
584;8494;4;3;CLIENTE 584;111.111.118-09;100.00;1;2014-11-24 17:40:05.287;2016-07-06 07:45:09.037;1;23781
585;8524;3;00C408;CLIENTE 585;111.111.118-10;100.00;1;2014-11-24 17:40:05.290;2014-11-24 17:40:05.290;1;12467
586;8524;3;00C501;CLIENTE 586;111.111.118-11;100.00;1;2014-11-24 17:40:05.300;2014-11-24 17:40:05.300;1;22393
587;8494;4;4;CLIENTE 587;111.111.118-12;100.00;1;2014-11-24 17:40:05.310;2016-07-06 07:45:09.040;1;111763
588;8524;3;00C502;CLIENTE 588;111.111.118-13;100.00;1;2014-11-24 17:40:05.317;2014-11-24 17:40:05.317;1;32983
589;8494;4;6;CLIENTE 589;111.111.118-14;50.00;1;2014-11-24 17:40:05.323;2016-07-06 07:45:09.047;1;81908
590;8494;4;6;CLIENTE 590;111.111.118-15;50.00;0;2014-11-24 17:40:05.323;2016-07-06 07:45:09.047;1;81917
591;8524;3;00C503;CLIENTE 591;111.111.118-16;100.00;1;2014-11-24 17:40:05.333;2014-11-24 17:40:05.333;1;17055
592;8494;4;11;CLIENTE 592;111.111.118-17;50.00;1;2014-11-24 17:40:05.343;2016-07-06 07:45:09.053;1;47050
593;8494;4;11;CLIENTE 593;111.111.118-18;50.00;0;2014-11-24 17:40:05.347;2016-07-06 07:45:09.053;1;47585
594;8494;4;12;CLIENTE 594;111.111.118-19;100.00;1;2014-11-24 17:40:05.357;2016-07-06 07:45:09.060;1;21490
595;8524;3;00C504;CLIENTE 595;111.111.118-20;100.00;1;2014-11-24 17:40:05.367;2014-11-24 17:40:05.367;1;177899
596;8524;3;00C505;CLIENTE 596;111.111.118-21;100.00;1;2014-11-24 17:40:05.377;2014-11-24 17:40:05.377;1;30306
597;8494;4;13;CLIENTE 597;111.111.118-22;100.00;1;2014-11-24 17:40:05.387;2016-07-06 07:45:09.063;1;45050
598;8524;3;00C506;CLIENTE 598;111.111.118-23;100.00;1;2014-11-24 17:40:05.397;2014-11-24 17:40:05.397;1;5194
599;8494;4;14;CLIENTE 599;111.111.118-24;50.00;1;2014-11-24 17:40:05.407;2016-07-06 07:45:09.070;1;89863
600;8494;4;14;CLIENTE 600;111.111.118-25;50.00;0;2014-11-24 17:40:05.407;2016-07-06 07:45:09.070;1;89866
601;8524;3;00C507;CLIENTE 601;111.111.118-26;100.00;1;2014-11-24 17:40:05.417;2014-11-24 17:40:05.417;1;29029
602;8494;4;15;CLIENTE 602;111.111.118-27;50.00;0;2014-11-24 17:40:05.423;2016-07-06 07:45:09.077;1;117290
603;8494;4;15;CLIENTE 603;111.111.118-28;50.00;1;2014-11-24 17:40:05.427;2016-07-06 07:45:09.077;1;117306
604;8494;4;16;CLIENTE 604;111.111.118-29;100.00;1;2014-11-24 17:40:05.433;2016-07-06 07:45:09.083;1;98741
605;8524;3;00C508;CLIENTE 605;111.111.118-30;100.00;1;2014-11-24 17:40:05.443;2014-11-24 17:40:05.443;1;26826
606;8524;3;00C601;CLIENTE 606;111.111.118-31;100.00;1;2014-11-24 17:40:05.453;2014-11-24 17:40:05.453;1;104733
607;8494;4;21;CLIENTE 607;111.111.118-32;50.00;1;2014-11-24 17:40:05.463;2016-07-06 07:45:09.090;1;70488
608;8494;4;21;CLIENTE 608;111.111.118-33;50.00;0;2014-11-24 17:40:05.463;2016-07-06 07:45:09.090;1;70493
609;8524;3;00C602;CLIENTE 609;111.111.118-34;100.00;1;2014-11-24 17:40:05.473;2014-11-24 17:40:05.473;1;31811
610;8494;4;22;CLIENTE 610;111.111.118-35;100.00;1;2014-11-24 17:40:05.480;2016-07-06 07:45:09.093;1;82572
611;8524;3;00C603;CLIENTE 611;111.111.118-36;100.00;1;2014-11-24 17:40:05.490;2014-11-24 17:40:05.490;1;80659
612;8494;4;23;CLIENTE 612;111.111.118-37;100.00;1;2014-11-24 17:40:05.500;2016-07-06 07:45:09.100;1;76692
613;8494;4;24;CLIENTE 613;111.111.118-38;50.00;0;2014-11-24 17:40:05.517;2016-07-06 07:45:09.107;1;113371
614;8494;4;24;CLIENTE 614;111.111.118-39;50.00;1;2014-11-24 17:40:05.517;2016-07-06 07:45:09.107;1;113374
615;8524;3;00C605;CLIENTE 615;111.111.118-40;100.00;1;2014-11-24 17:40:05.527;2014-11-24 17:40:05.527;1;89357
616;8494;4;25;CLIENTE 616;111.111.118-41;100.00;1;2014-11-24 17:40:05.533;2016-07-06 07:45:09.110;1;24949
617;8494;4;26;CLIENTE 617;111.111.118-42;100.00;1;2014-11-24 17:40:05.543;2016-07-06 07:45:09.120;1;97038
618;8524;3;00C606;CLIENTE 618;111.111.118-43;100.00;1;2014-11-24 17:40:05.553;2014-11-24 17:40:05.553;1;89357
619;8524;3;00C607;CLIENTE 619;111.111.118-44;100.00;1;2014-11-24 17:40:05.563;2014-11-24 17:40:05.563;1;89357
